date,sunrise,sunset,daylength
2019-10-16,07:04,18:06,11:02  
2019-10-17,07:05,18:05,10:59  
2019-10-18,07:07,18:03,10:56  
2019-10-19,07:08,18:02,10:54  
2019-10-20,07:09,18:00,10:51  
2019-10-21,07:10,17:59,10:48  
2019-10-22,07:11,17:57,10:46  
2019-10-23,07:12,17:56,10:43  
2019-10-24,07:14,17:55,10:40  
2019-10-25,07:15,17:53,10:38  
2019-10-26,07:16,17:52,10:35  
2019-10-27,07:17,17:50,10:33  
2019-10-28,07:18,17:49,10:30  
2019-10-29,07:19,17:48,10:28  
2019-10-30,07:21,17:46,10:25  
2019-10-31,07:22,17:45,10:23  
2019-11-01,07:23,17:44,10:20  
2019-11-02,07:24,17:42,10:18  
2019-11-03,06:26,16:41,10:15  
2019-11-04,06:27,16:40,10:13  
2019-11-05,06:28,16:39,10:10  
2019-11-06,06:29,16:38,10:08  
2019-11-07,06:30,16:37,10:06  
2019-11-08,06:32,16:36,10:03  
2019-11-09,06:33,16:34,10:01  
2019-11-10,06:34,16:33,09:59  
2019-11-11,06:35,16:32,09:57  
2019-11-12,06:37,16:31,09:54  
2019-11-13,06:38,16:31,09:52  
2019-11-14,06:39,16:30,09:50  
2019-11-15,06:40,16:29,09:48  
2019-11-16,06:41,16:28,09:46  
2019-11-17,06:43,16:27,09:44  
2019-11-18,06:44,16:26,09:42  
2019-11-19,06:45,16:26,09:40  
2019-11-20,06:46,16:25,09:38  
2019-11-21,06:47,16:24,09:36  
2019-11-22,06:49,16:23,09:34  
2019-11-23,06:50,16:23,09:33  
2019-11-24,06:51,16:22,09:31  
2019-11-25,06:52,16:22,09:29  
2019-11-26,06:53,16:21,09:28  
2019-11-27,06:54,16:21,09:26  
2019-11-28,06:55,16:20,09:24  
2019-11-29,06:57,16:20,09:23  
2019-11-30,06:58,16:20,09:22  
2019-12-01,06:59,16:19,09:20  
2019-12-02,07:00,16:19,09:19  
2019-12-03,07:01,16:19,09:18  
2019-12-04,07:02,16:19,09:16  
2019-12-05,07:03,16:18,09:15  
2019-12-06,07:04,16:18,09:14  
2019-12-07,07:05,16:18,09:13  
2019-12-08,07:06,16:18,09:12  
2019-12-09,07:06,16:18,09:11  
2019-12-10,07:07,16:18,09:11  
2019-12-11,07:08,16:18,09:10  
2019-12-12,07:09,16:18,09:09  
2019-12-13,07:10,16:19,09:08  
2019-12-14,07:10,16:19,09:08  
2019-12-15,07:11,16:19,09:07  
2019-12-16,07:12,16:19,09:07  
2019-12-17,07:13,16:20,09:07  
2019-12-18,07:13,16:20,09:06  
2019-12-19,07:14,16:20,09:06  
2019-12-20,07:14,16:21,09:06  
2019-12-21,07:15,16:21,09:06  
2019-12-22,07:15,16:22,09:06  
2019-12-23,07:16,16:22,09:06  
2019-12-24,07:16,16:23,09:06  
2019-12-25,07:17,16:24,09:06  
2019-12-26,07:17,16:24,09:07  
2019-12-27,07:17,16:25,09:07  
2019-12-28,07:18,16:26,09:07  
2019-12-29,07:18,16:26,09:08  
2019-12-30,07:18,16:27,09:09  
2019-12-31,07:18,16:28,09:09  
2019-01-01,07:18,16:29,09:10  
2019-01-02,07:19,16:30,09:11  
2019-01-03,07:19,16:31,09:12  
2019-01-04,07:19,16:32,09:13  
2019-01-05,07:19,16:33,09:14  
2019-01-06,07:18,16:34,09:15  
2019-01-07,07:18,16:35,09:16  
2019-01-08,07:18,16:36,09:17  
2019-01-09,07:18,16:37,09:18  
2019-01-10,07:18,16:38,09:19  
2019-01-11,07:18,16:39,09:21  
2019-01-12,07:17,16:40,09:22  
2019-01-13,07:17,16:41,09:24  
2019-01-14,07:16,16:42,09:25  
2019-01-15,07:16,16:43,09:27  
2019-01-16,07:16,16:44,09:28  
2019-01-17,07:15,16:46,09:30  
2019-01-18,07:15,16:47,09:32  
2019-01-19,07:14,16:48,09:34  
2019-01-20,07:13,16:49,09:35  
2019-01-21,07:13,16:50,09:37  
2019-01-22,07:12,16:52,09:39  
2019-01-23,07:11,16:53,09:41  
2019-01-24,07:11,16:54,09:43  
2019-01-25,07:10,16:55,09:45  
2019-01-26,07:09,16:57,09:47  
2019-01-27,07:08,16:58,09:49  
2019-01-28,07:07,16:59,09:51  
2019-01-29,07:06,17:00,09:54  
2019-01-30,07:05,17:02,09:56  
2019-01-31,07:05,17:03,09:58  
2019-02-01,07:04,17:04,10:00  
2019-02-02,07:03,17:06,10:03  
2019-02-03,07:01,17:07,10:05  
2019-02-04,07:00,17:08,10:07  
2019-02-05,06:59,17:09,10:10  
2019-02-06,06:58,17:11,10:12  
2019-02-07,06:57,17:12,10:14  
2019-02-08,06:56,17:13,10:17  
2019-02-09,06:55,17:15,10:19  
2019-02-10,06:53,17:16,10:22  
2019-02-11,06:52,17:17,10:24  
2019-02-12,06:51,17:18,10:27  
2019-02-13,06:50,17:20,10:30  
2019-02-14,06:48,17:21,10:32  
2019-02-15,06:47,17:22,10:35  
2019-02-16,06:46,17:23,10:37  
2019-02-17,06:44,17:25,10:40  
2019-02-18,06:43,17:26,10:43  
2019-02-19,06:41,17:27,10:45  
2019-02-20,06:40,17:28,10:48  
2019-02-21,06:38,17:30,10:51  
2019-02-22,06:37,17:31,10:53  
2019-02-23,06:35,17:32,10:56  
2019-02-24,06:34,17:33,10:59  
2019-02-25,06:32,17:34,11:02  
2019-02-26,06:31,17:36,11:04  
2019-02-27,06:29,17:37,11:07  
2019-02-28,06:28,17:38,11:10  
2019-03-01,06:26,17:39,11:13  
2019-03-02,06:25,17:40,11:15  
2019-03-03,06:23,17:42,11:18  
2019-03-04,06:21,17:43,11:21  
2019-03-05,06:20,17:44,11:24  
2019-03-06,06:18,17:45,11:26  
2019-03-07,06:17,17:46,11:29  
2019-03-08,06:15,17:47,11:32  
2019-03-09,06:13,17:49,11:35  
2019-03-10,07:12,18:50,11:38  
2019-03-11,07:10,18:51,11:40  
2019-03-12,07:08,18:52,11:43  
2019-03-13,07:07,18:53,11:46  
2019-03-14,07:05,18:54,11:49  
2019-03-15,07:03,18:55,11:52  
2019-03-16,07:02,18:57,11:55  
2019-03-17,07:00,18:58,11:57  
2019-03-18,06:58,18:59,12:00  
2019-03-19,06:56,19:00,12:03  
2019-03-20,06:55,19:01,12:06  
2019-03-21,06:53,19:02,12:09  
2019-03-22,06:51,19:03,12:12  
2019-03-23,06:50,19:04,12:14  
2019-03-24,06:48,19:06,12:17  
2019-03-25,06:46,19:07,12:20  
2019-03-26,06:45,19:08,12:23  
2019-03-27,06:43,19:09,12:26  
2019-03-28,06:41,19:10,12:28  
2019-03-29,06:39,19:11,12:31  
2019-03-30,06:38,19:12,12:34  
2019-03-31,06:36,19:13,12:37  
2019-04-01,06:34,19:14,12:40  
2019-04-02,06:33,19:15,12:42  
2019-04-03,06:31,19:17,12:45  
2019-04-04,06:29,19:18,12:48  
2019-04-05,06:28,19:19,12:51  
2019-04-06,06:26,19:20,12:53  
2019-04-07,06:24,19:21,12:56  
2019-04-08,06:23,19:22,12:59  
2019-04-09,06:21,19:23,13:02  
2019-04-10,06:19,19:24,13:04  
2019-04-11,06:18,19:25,13:07  
2019-04-12,06:16,19:26,13:10  
2019-04-13,06:14,19:28,13:13  
2019-04-14,06:13,19:29,13:15  
2019-04-15,06:11,19:30,13:18  
2019-04-16,06:10,19:31,13:21  
2019-04-17,06:08,19:32,13:23  
2019-04-18,06:07,19:33,13:26  
2019-04-19,06:05,19:34,13:29  
2019-04-20,06:04,19:35,13:31  
2019-04-21,06:02,19:36,13:34  
2019-04-22,06:01,19:37,13:36  
2019-04-23,05:59,19:39,13:39  
2019-04-24,05:58,19:40,13:42  
2019-04-25,05:56,19:41,13:44  
2019-04-26,05:55,19:42,13:47  
2019-04-27,05:53,19:43,13:49  
2019-04-28,05:52,19:44,13:52  
2019-04-29,05:51,19:45,13:54  
2019-04-30,05:49,19:46,13:57  
2019-05-01,05:48,19:47,13:59  
2019-05-02,05:46,19:48,14:01  
2019-05-03,05:45,19:49,14:04  
2019-05-04,05:44,19:51,14:06  
2019-05-05,05:43,19:52,14:08  
2019-05-06,05:41,19:53,14:11  
2019-05-07,05:40,19:54,14:13  
2019-05-08,05:39,19:55,14:15  
2019-05-09,05:38,19:56,14:18  
2019-05-10,05:37,19:57,14:20  
2019-05-11,05:36,19:58,14:22  
2019-05-12,05:35,19:59,14:24  
2019-05-13,05:33,20:00,14:26  
2019-05-14,05:32,20:01,14:28  
2019-05-15,05:31,20:02,14:30  
2019-05-16,05:30,20:03,14:32  
2019-05-17,05:30,20:04,14:34  
2019-05-18,05:29,20:05,14:36  
2019-05-19,05:28,20:06,14:38  
2019-05-20,05:27,20:07,14:40  
2019-05-21,05:26,20:08,14:41  
2019-05-22,05:25,20:09,14:43  
2019-05-23,05:24,20:10,14:45  
2019-05-24,05:24,20:11,14:47  
2019-05-25,05:23,20:12,14:48  
2019-05-26,05:22,20:13,14:50  
2019-05-27,05:22,20:13,14:51  
2019-05-28,05:21,20:14,14:53  
2019-05-29,05:20,20:15,14:54  
2019-05-30,05:20,20:16,14:55  
2019-05-31,05:19,20:17,14:57  
2019-06-01,05:19,20:17,14:58  
2019-06-02,05:18,20:18,14:59  
2019-06-03,05:18,20:19,15:00  
2019-06-04,05:18,20:20,15:01  
2019-06-05,05:17,20:20,15:02  
2019-06-06,05:17,20:21,15:03  
2019-06-07,05:17,20:22,15:04  
2019-06-08,05:16,20:22,15:05  
2019-06-09,05:16,20:23,15:06  
2019-06-10,05:16,20:23,15:07  
2019-06-11,05:16,20:24,15:07  
2019-06-12,05:16,20:24,15:08  
2019-06-13,05:16,20:25,15:09  
2019-06-14,05:16,20:25,15:09  
2019-06-15,05:16,20:26,15:09  
2019-06-16,05:16,20:26,15:10  
2019-06-17,05:16,20:26,15:10  
2019-06-18,05:16,20:27,15:10  
2019-06-19,05:16,20:27,15:10  
2019-06-20,05:16,20:27,15:11  
2019-06-21,05:16,20:27,15:11  
2019-06-22,05:17,20:28,15:11  
2019-06-23,05:17,20:28,15:10  
2019-06-24,05:17,20:28,15:10  
2019-06-25,05:17,20:28,15:10  
2019-06-26,05:18,20:28,15:10  
2019-06-27,05:18,20:28,15:09  
2019-06-28,05:19,20:28,15:09  
2019-06-29,05:19,20:28,15:08  
2019-06-30,05:20,20:28,15:08  
2019-07-01,05:20,20:28,15:07  
2019-07-02,05:21,20:28,15:07  
2019-07-03,05:21,20:27,15:06  
2019-07-04,05:22,20:27,15:05  
2019-07-05,05:22,20:27,15:04  
2019-07-06,05:23,20:27,15:03  
2019-07-07,05:23,20:26,15:02  
2019-07-08,05:24,20:26,15:01  
2019-07-09,05:25,20:26,15:00  
2019-07-10,05:26,20:25,14:59  
2019-07-11,05:26,20:25,14:58  
2019-07-12,05:27,20:24,14:57  
2019-07-13,05:28,20:24,14:55  
2019-07-14,05:29,20:23,14:54  
2019-07-15,05:29,20:22,14:53  
2019-07-16,05:30,20:22,14:51  
2019-07-17,05:31,20:21,14:50  
2019-07-18,05:32,20:20,14:48  
2019-07-19,05:33,20:20,14:46  
2019-07-20,05:34,20:19,14:45  
2019-07-21,05:34,20:18,14:43  
2019-07-22,05:35,20:17,14:41  
2019-07-23,05:36,20:16,14:40  
2019-07-24,05:37,20:15,14:38  
2019-07-25,05:38,20:15,14:36  
2019-07-26,05:39,20:14,14:34  
2019-07-27,05:40,20:13,14:32  
2019-07-28,05:41,20:12,14:30  
2019-07-29,05:42,20:11,14:28  
2019-07-30,05:43,20:10,14:26  
2019-07-31,05:44,20:08,14:24  
2019-08-01,05:45,20:07,14:22  
2019-08-02,05:46,20:06,14:20  
2019-08-03,05:47,20:05,14:18  
2019-08-04,05:48,20:04,14:15  
2019-08-05,05:49,20:03,14:13  
2019-08-06,05:50,20:01,14:11  
2019-08-07,05:51,20:00,14:09  
2019-08-08,05:52,19:59,14:06  
2019-08-09,05:53,19:58,14:04  
2019-08-10,05:54,19:56,14:02  
2019-08-11,05:55,19:55,13:59  
2019-08-12,05:56,19:53,13:57  
2019-08-13,05:57,19:52,13:54  
2019-08-14,05:58,19:51,13:52  
2019-08-15,05:59,19:49,13:50  
2019-08-16,06:00,19:48,13:47  
2019-08-17,06:01,19:46,13:45  
2019-08-18,06:02,19:45,13:42  
2019-08-19,06:03,19:43,13:40  
2019-08-20,06:04,19:42,13:37  
2019-08-21,06:05,19:40,13:34  
2019-08-22,06:06,19:39,13:32  
2019-08-23,06:07,19:37,13:29  
2019-08-24,06:09,19:36,13:27  
2019-08-25,06:10,19:34,13:24  
2019-08-26,06:11,19:33,13:22  
2019-08-27,06:12,19:31,13:19  
2019-08-28,06:13,19:29,13:16  
2019-08-29,06:14,19:28,13:14  
2019-08-30,06:15,19:26,13:11  
2019-08-31,06:16,19:24,13:08  
2019-09-01,06:17,19:23,13:06  
2019-09-02,06:18,19:21,13:03  
2019-09-03,06:19,19:19,13:00  
2019-09-04,06:20,19:18,12:57  
2019-09-05,06:21,19:16,12:55  
2019-09-06,06:22,19:14,12:52  
2019-09-07,06:23,19:13,12:49  
2019-09-08,06:24,19:11,12:47  
2019-09-09,06:25,19:09,12:44  
2019-09-10,06:26,19:08,12:41  
2019-09-11,06:27,19:06,12:38  
2019-09-12,06:28,19:04,12:36  
2019-09-13,06:29,19:02,12:33  
2019-09-14,06:30,19:01,12:30  
2019-09-15,06:31,18:59,12:27  
2019-09-16,06:32,18:57,12:25  
2019-09-17,06:33,18:55,12:22  
2019-09-18,06:34,18:54,12:19  
2019-09-19,06:35,18:52,12:16  
2019-09-20,06:36,18:50,12:13  
2019-09-21,06:37,18:48,12:11  
2019-09-22,06:38,18:47,12:08  
2019-09-23,06:39,18:45,12:05  
2019-09-24,06:40,18:43,12:02  
2019-09-25,06:41,18:41,12:00  
2019-09-26,06:42,18:40,11:57  
2019-09-27,06:44,18:38,11:54  
2019-09-28,06:45,18:36,11:51  
2019-09-29,06:46,18:35,11:48  
2019-09-30,06:47,18:33,11:46  
2019-10-01,06:48,18:31,11:43  
2019-10-02,06:49,18:29,11:40  
2019-10-03,06:50,18:28,11:37  
2019-10-04,06:51,18:26,11:35  
2019-10-05,06:52,18:24,11:32  
2019-10-06,06:53,18:23,11:29  
2019-10-07,06:54,18:21,11:26  
2019-10-08,06:55,18:19,11:24  
2019-10-09,06:56,18:18,11:21  
2019-10-10,06:58,18:16,11:18  
2019-10-11,06:59,18:14,11:15  
2019-10-12,07:00,18:13,11:13  
2019-10-13,07:01,18:11,11:10  
2019-10-14,07:02,18:10,11:07  
2019-10-15,07:03,18:08,11:04  
2019-10-16,07:04,18:06,11:02  
2019-10-17,07:05,18:05,10:59  
2019-10-18,07:07,18:03,10:56  
2019-10-19,07:08,18:02,10:54  
2019-10-20,07:09,18:00,10:51  
2019-10-21,07:10,17:59,10:48  
2019-10-22,07:11,17:57,10:46  
2019-10-23,07:12,17:56,10:43  
2019-10-24,07:14,17:55,10:40  
2019-10-25,07:15,17:53,10:38  
2019-10-26,07:16,17:52,10:35  
2019-10-27,07:17,17:50,10:33  
2019-10-28,07:18,17:49,10:30  
2019-10-29,07:19,17:48,10:28  
2019-10-30,07:21,17:46,10:25  
2019-10-31,07:22,17:45,10:23  
2019-11-01,07:23,17:44,10:20  
2019-11-02,07:24,17:42,10:18  
2019-11-03,06:26,16:41,10:15  
2019-11-04,06:27,16:40,10:13  
2019-11-05,06:28,16:39,10:10  
2019-11-06,06:29,16:38,10:08  
2019-11-07,06:30,16:37,10:06  
2019-11-08,06:32,16:36,10:03  
2019-11-09,06:33,16:34,10:01  
2019-11-10,06:34,16:33,09:59  
2019-11-11,06:35,16:32,09:57  
2019-11-12,06:37,16:31,09:54  
2019-11-13,06:38,16:31,09:52  
2019-11-14,06:39,16:30,09:50  
2019-11-15,06:40,16:29,09:48  
2019-11-16,06:41,16:28,09:46  
2019-11-17,06:43,16:27,09:44  
2019-11-18,06:44,16:26,09:42  
2019-11-19,06:45,16:26,09:40  
2019-11-20,06:46,16:25,09:38  
2019-11-21,06:47,16:24,09:36  
2019-11-22,06:49,16:23,09:34  
2019-11-23,06:50,16:23,09:33  
2019-11-24,06:51,16:22,09:31  
2019-11-25,06:52,16:22,09:29  
2019-11-26,06:53,16:21,09:28  
2019-11-27,06:54,16:21,09:26  
2019-11-28,06:55,16:20,09:24  
2019-11-29,06:57,16:20,09:23  
2019-11-30,06:58,16:20,09:22  
2019-12-01,06:59,16:19,09:20  
2019-12-02,07:00,16:19,09:19  
2019-12-03,07:01,16:19,09:18  
2019-12-04,07:02,16:19,09:16  
2019-12-05,07:03,16:18,09:15  
2019-12-06,07:04,16:18,09:14  
2019-12-07,07:05,16:18,09:13  
2019-12-08,07:06,16:18,09:12  
2019-12-09,07:06,16:18,09:11  
2019-12-10,07:07,16:18,09:11  
2019-12-11,07:08,16:18,09:10  
2019-12-12,07:09,16:18,09:09  
2019-12-13,07:10,16:19,09:08  
2019-12-14,07:10,16:19,09:08  
2019-12-15,07:11,16:19,09:07  
2019-12-16,07:12,16:19,09:07  
2019-12-17,07:13,16:20,09:07  
2019-12-18,07:13,16:20,09:06  
2019-12-19,07:14,16:20,09:06  
2019-12-20,07:14,16:21,09:06  
2019-12-21,07:15,16:21,09:06  
2019-12-22,07:15,16:22,09:06  
2019-12-23,07:16,16:22,09:06  
2019-12-24,07:16,16:23,09:06  
2019-12-25,07:17,16:24,09:06  
2019-12-26,07:17,16:24,09:07  
2019-12-27,07:17,16:25,09:07  
2019-12-28,07:18,16:26,09:07  
2019-12-29,07:18,16:26,09:08  
2019-12-30,07:18,16:27,09:09  
2019-12-31,07:18,16:28,09:09  
2020-01-01,07:18,16:29,09:10
2020-01-02,07:19,16:30,09:11
2020-01-03,07:19,16:31,09:11
2020-01-04,07:19,16:31,09:12
2020-01-05,07:19,16:32,09:13
2020-01-06,07:18,16:33,09:14
2020-01-07,07:18,16:34,09:15
2020-01-08,07:18,16:35,09:17
2020-01-09,07:18,16:36,09:18
2020-01-10,07:18,16:37,09:19
2020-01-11,07:18,16:39,09:20
2020-01-12,07:17,16:40,09:22
2020-01-13,07:17,16:41,09:23
2020-01-14,07:17,16:42,09:25
2020-01-15,07:16,16:43,09:26
2020-01-16,07:16,16:44,09:28
2020-01-17,07:15,16:45,09:30
2020-01-18,07:15,16:47,09:31
2020-01-19,07:14,16:48,09:33
2020-01-20,07:14,16:49,09:35
2020-01-21,07:13,16:50,09:37
2020-01-22,07:12,16:51,09:39
2020-01-23,07:12,16:53,09:41
2020-01-24,07:11,16:54,09:43
2020-01-25,07:10,16:55,09:45
2020-01-26,07:09,16:56,09:47
2020-01-27,07:08,16:58,09:49
2020-01-28,07:08,16:59,09:51
2020-01-29,07:07,17:00,09:53
2020-01-30,07:06,17:01,09:55
2020-01-31,07:05,17:03,09:57
2020-02-01,07:04,17:04,10:00
2020-02-02,07:03,17:05,10:02
2020-02-03,07:02,17:07,10:04
2020-02-04,07:01,17:08,10:07
2020-02-05,07:00,17:09,10:09
2020-02-06,06:58,17:10,10:11
2020-02-07,06:57,17:12,10:14
2020-02-08,06:56,17:13,10:16
2020-02-09,06:55,17:14,10:19
2020-02-10,06:54,17:15,10:21
2020-02-11,06:52,17:17,10:24
2020-02-12,06:51,17:18,10:26
2020-02-13,06:50,17:19,10:29
2020-02-14,06:49,17:21,10:32
2020-02-15,06:47,17:22,10:34
2020-02-16,06:46,17:23,10:37
2020-02-17,06:44,17:24,10:39
2020-02-18,06:43,17:26,10:42
2020-02-19,06:42,17:27,10:45
2020-02-20,06:40,17:28,10:47
2020-02-21,06:39,17:29,10:50
2020-02-22,06:37,17:31,10:53
2020-02-23,06:36,17:32,10:55
2020-02-24,06:34,17:33,10:58
2020-02-25,06:33,17:34,11:01
2020-02-26,06:31,17:35,11:04
2020-02-27,06:30,17:37,11:06
2020-02-28,06:28,17:38,11:09
2020-02-29,06:27,17:39,11:12
2020-03-01,06:25,17:40,11:15
2020-03-02,06:23,17:41,11:17
2020-03-03,06:22,17:43,11:20
2020-03-04,06:20,17:44,11:23
2020-03-05,06:19,17:45,11:26
2020-03-06,06:17,17:46,11:29
2020-03-07,06:15,17:47,11:31
2020-03-08,07:14,18:48,11:34
2020-03-09,07:12,18:50,11:37
2020-03-10,07:10,18:51,11:40
2020-03-11,07:09,18:52,11:43
2020-03-12,07:07,18:53,11:45
2020-03-13,07:05,18:54,11:48
2020-03-14,07:04,18:55,11:51
2020-03-15,07:02,18:56,11:54
2020-03-16,07:00,18:57,11:57
2020-03-17,06:59,18:59,12:00
2020-03-18,06:57,19:00,12:02
2020-03-19,06:55,19:01,12:05
2020-03-20,06:53,19:02,12:08
2020-03-21,06:52,19:03,12:11
2020-03-22,06:50,19:04,12:14
2020-03-23,06:48,19:05,12:16
2020-03-24,06:47,19:06,12:19
2020-03-25,06:45,19:08,12:22
2020-03-26,06:43,19:09,12:25
2020-03-27,06:42,19:10,12:28
2020-03-28,06:40,19:11,12:31
2020-03-29,06:38,19:12,12:33
2020-03-30,06:36,19:13,12:36
2020-03-31,06:35,19:14,12:39
2020-04-01,06:33,19:15,12:42
2020-04-02,06:31,19:16,12:44
2020-04-03,06:30,19:17,12:47
2020-04-04,06:28,19:19,12:50
2020-04-05,06:26,19:20,12:53
2020-04-06,06:25,19:21,12:56
2020-04-07,06:23,19:22,12:58
2020-04-08,06:21,19:23,13:01
2020-04-09,06:20,19:24,13:04
2020-04-10,06:18,19:25,13:07
2020-04-11,06:16,19:26,13:09
2020-04-12,06:15,19:27,13:12
2020-04-13,06:13,19:28,13:15
2020-04-14,06:12,19:29,13:17
2020-04-15,06:10,19:31,13:20
2020-04-16,06:09,19:32,13:23
2020-04-17,06:07,19:33,13:25
2020-04-18,06:05,19:34,13:28
2020-04-19,06:04,19:35,13:31
2020-04-20,06:02,19:36,13:33
2020-04-21,06:01,19:37,13:36
2020-04-22,05:59,19:38,13:38
2020-04-23,05:58,19:39,13:41
2020-04-24,05:56,19:40,13:44
2020-04-25,05:55,19:42,13:46
2020-04-26,05:54,19:43,13:49
2020-04-27,05:52,19:44,13:51
2020-04-28,05:51,19:45,13:54
2020-04-29,05:49,19:46,13:56
2020-04-30,05:48,19:47,13:58
2020-05-01,05:47,19:48,14:01
2020-05-02,05:46,19:49,14:03
2020-05-03,05:44,19:50,14:06
2020-05-04,05:43,19:51,14:08
2020-05-05,05:42,19:52,14:10
2020-05-06,05:41,19:54,14:13
2020-05-07,05:39,19:55,14:15
2020-05-08,05:38,19:56,14:17
2020-05-09,05:37,19:57,14:19
2020-05-10,05:36,19:58,14:21
2020-05-11,05:35,19:59,14:23
2020-05-12,05:34,20:00,14:26
2020-05-13,05:33,20:01,14:28
2020-05-14,05:32,20:02,14:30
2020-05-15,05:31,20:03,14:32
2020-05-16,05:30,20:04,14:34
2020-05-17,05:29,20:05,14:36
2020-05-18,05:28,20:06,14:37
2020-05-19,05:27,20:07,14:39
2020-05-20,05:26,20:08,14:41
2020-05-21,05:25,20:09,14:43
2020-05-22,05:25,20:10,14:45
2020-05-23,05:24,20:11,14:46
2020-05-24,05:23,20:11,14:48
2020-05-25,05:22,20:12,14:49
2020-05-26,05:22,20:13,14:51
2020-05-27,05:21,20:14,14:52
2020-05-28,05:21,20:15,14:54
2020-05-29,05:20,20:16,14:55
2020-05-30,05:19,20:16,14:56
2020-05-31,05:19,20:17,14:58
2020-06-01,05:19,20:18,14:59
2020-06-02,05:18,20:19,15:00
2020-06-03,05:18,20:19,15:01
2020-06-04,05:17,20:20,15:02
2020-06-05,05:17,20:21,15:03
2020-06-06,05:17,20:21,15:04
2020-06-07,05:16,20:22,15:05
2020-06-08,05:16,20:23,15:06
2020-06-09,05:16,20:23,15:07
2020-06-10,05:16,20:24,15:07
2020-06-11,05:16,20:24,15:08
2020-06-12,05:16,20:25,15:08
2020-06-13,05:16,20:25,15:09
2020-06-14,05:16,20:26,15:09
2020-06-15,05:16,20:26,15:10
2020-06-16,05:16,20:26,15:10
2020-06-17,05:16,20:27,15:10
2020-06-18,05:16,20:27,15:10
2020-06-19,05:16,20:27,15:11
2020-06-20,05:16,20:27,15:11
2020-06-21,05:17,20:28,15:11
2020-06-22,05:17,20:28,15:10
2020-06-23,05:17,20:28,15:10
2020-06-24,05:17,20:28,15:10
2020-06-25,05:18,20:28,15:10
2020-06-26,05:18,20:28,15:09
2020-06-27,05:19,20:28,15:09
2020-06-28,05:19,20:28,15:09
2020-06-29,05:19,20:28,15:08
2020-06-30,05:20,20:28,15:07
2020-07-01,05:20,20:28,15:07
2020-07-02,05:21,20:27,15:06
2020-07-03,05:21,20:27,15:05
2020-07-04,05:22,20:27,15:04
2020-07-05,05:23,20:27,15:04
2020-07-06,05:23,20:26,15:03
2020-07-07,05:24,20:26,15:02
2020-07-08,05:25,20:26,15:00
2020-07-09,05:25,20:25,14:59
2020-07-10,05:26,20:25,14:58
2020-07-11,05:27,20:24,14:57
2020-07-12,05:28,20:24,14:56
2020-07-13,05:28,20:23,14:54
2020-07-14,05:29,20:23,14:53
2020-07-15,05:30,20:22,14:51
2020-07-16,05:31,20:21,14:50
2020-07-17,05:32,20:21,14:48
2020-07-18,05:33,20:20,14:47
2020-07-19,05:33,20:19,14:45
2020-07-20,05:34,20:18,14:44
2020-07-21,05:35,20:17,14:42
2020-07-22,05:36,20:17,14:40
2020-07-23,05:37,20:16,14:38
2020-07-24,05:38,20:15,14:36
2020-07-25,05:39,20:14,14:34
2020-07-26,05:40,20:13,14:33
2020-07-27,05:41,20:12,14:31
2020-07-28,05:42,20:11,14:29
2020-07-29,05:43,20:10,14:27
2020-07-30,05:44,20:09,14:25
2020-07-31,05:45,20:08,14:22
2020-08-01,05:46,20:06,14:20
2020-08-02,05:47,20:05,14:18
2020-08-03,05:48,20:04,14:16
2020-08-04,05:49,20:03,14:14
2020-08-05,05:50,20:02,14:11
2020-08-06,05:51,20:00,14:09
2020-08-07,05:52,19:59,14:07
2020-08-08,05:53,19:58,14:05
2020-08-09,05:54,19:57,14:02
2020-08-10,05:55,19:55,14:00
2020-08-11,05:56,19:54,13:57
2020-08-12,05:57,19:52,13:55
2020-08-13,05:58,19:51,13:53
2020-08-14,05:59,19:50,13:50
2020-08-15,06:00,19:48,13:48
2020-08-16,06:01,19:47,13:45
2020-08-17,06:02,19:45,13:43
2020-08-18,06:03,19:44,13:40
2020-08-19,06:04,19:42,13:38
2020-08-20,06:05,19:41,13:35
2020-08-21,06:06,19:39,13:33
2020-08-22,06:07,19:38,13:30
2020-08-23,06:08,19:36,13:27
2020-08-24,06:09,19:35,13:25
2020-08-25,06:10,19:33,13:22
2020-08-26,06:11,19:31,13:20
2020-08-27,06:12,19:30,13:17
2020-08-28,06:13,19:28,13:14
2020-08-29,06:14,19:26,13:12
2020-08-30,06:15,19:25,13:09
2020-08-31,06:16,19:23,13:06
2020-09-01,06:18,19:22,13:04
2020-09-02,06:19,19:20,13:01
2020-09-03,06:20,19:18,12:58
2020-09-04,06:21,19:16,12:55
2020-09-05,06:22,19:15,12:53
2020-09-06,06:23,19:13,12:50
2020-09-07,06:24,19:11,12:47
2020-09-08,06:25,19:10,12:44
2020-09-09,06:26,19:08,12:42
2020-09-10,06:27,19:06,12:39
2020-09-11,06:28,19:04,12:36
2020-09-12,06:29,19:03,12:33
2020-09-13,06:30,19:01,12:31
2020-09-14,06:31,18:59,12:28
2020-09-15,06:32,18:58,12:25
2020-09-16,06:33,18:56,12:22
2020-09-17,06:34,18:54,12:20
2020-09-18,06:35,18:52,12:17
2020-09-19,06:36,18:51,12:14
2020-09-20,06:37,18:49,12:11
2020-09-21,06:38,18:47,12:09
2020-09-22,06:39,18:45,12:06
2020-09-23,06:40,18:44,12:03
2020-09-24,06:41,18:42,12:00
2020-09-25,06:42,18:40,11:57
2020-09-26,06:43,18:38,11:55
